instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season,weathersit,day_type,usage_category
4751,2011-07-21,3,0,7,20,0,4,1,1,34.44,0.8939,71.0,15.001299999999999,38,199,237,fall,Clear Cloudy,Workday,Medium Usage
4752,2011-07-21,3,0,7,21,0,4,1,1,33.62,0.8939,75.0,15.001299999999999,38,187,225,fall,Clear Cloudy,Workday,Medium Usage
4753,2011-07-21,3,0,7,22,0,4,1,1,33.62,0.8636,71.0,11.0014,36,113,149,fall,Clear Cloudy,Workday,Medium Usage
4754,2011-07-21,3,0,7,23,0,4,1,1,32.800000000000004,0.8182,71.0,11.0014,40,73,113,fall,Clear Cloudy,Workday,Medium Usage
4755,2011-07-22,3,0,7,0,0,5,1,1,33.62,0.8333,63.0,8.9981,9,51,60,fall,Clear Cloudy,Workday,Medium Usage
4756,2011-07-22,3,0,7,1,0,5,1,1,32.800000000000004,0.7879,63.0,0.0,7,17,24,fall,Clear Cloudy,Workday,Low Usage
4757,2011-07-22,3,0,7,2,0,5,1,1,31.98,0.803,79.0,8.9981,0,14,14,fall,Clear Cloudy,Workday,Low Usage
4758,2011-07-22,3,0,7,3,0,5,1,1,31.98,0.7879,75.0,7.0015,1,6,7,fall,Clear Cloudy,Workday,Low Usage
4759,2011-07-22,3,0,7,4,0,5,1,1,31.16,0.7424,75.0,7.0015,8,5,13,fall,Clear Cloudy,Workday,Low Usage
4760,2011-07-22,3,0,7,5,0,5,1,1,30.34,0.7121,79.0,7.0015,2,17,19,fall,Clear Cloudy,Workday,Low Usage
4761,2011-07-22,3,0,7,6,0,5,1,1,31.16,0.7424,75.0,6.0032,13,83,96,fall,Clear Cloudy,Workday,Medium Usage
4762,2011-07-22,3,0,7,7,0,5,1,2,32.800000000000004,0.803,66.0,7.0015,20,232,252,fall,Mist Cloudy,Workday,Medium Usage
4763,2011-07-22,3,0,7,8,0,5,1,2,34.44,0.8485,63.0,11.0014,30,292,322,fall,Mist Cloudy,Workday,High Usage
4764,2011-07-22,3,0,7,9,0,5,1,1,35.26,0.8939,63.0,6.0032,31,177,208,fall,Clear Cloudy,Workday,Medium Usage
4765,2011-07-22,3,0,7,10,0,5,1,1,36.9,0.9242,53.0,6.0032,32,83,115,fall,Clear Cloudy,Workday,Medium Usage
4766,2011-07-22,3,0,7,11,0,5,1,1,36.9,0.8939,50.0,7.0015,23,86,109,fall,Clear Cloudy,Workday,Medium Usage
4767,2011-07-22,3,0,7,12,0,5,1,1,38.54,0.9545,48.0,11.0014,20,95,115,fall,Clear Cloudy,Workday,Medium Usage
4768,2011-07-22,3,0,7,13,0,5,1,1,38.54,0.9848,51.0,11.0014,25,98,123,fall,Clear Cloudy,Workday,Medium Usage
4769,2011-07-22,3,0,7,14,0,5,1,1,39.36,1.0,48.0,19.999499999999998,24,77,101,fall,Clear Cloudy,Workday,Medium Usage
4770,2011-07-22,3,0,7,15,0,5,1,1,38.54,0.9848,51.0,19.999499999999998,32,101,133,fall,Clear Cloudy,Workday,Medium Usage
4771,2011-07-22,3,0,7,16,0,5,1,3,36.9,0.8333,39.0,19.999499999999998,29,153,182,fall,Light Rain/Snow,Workday,Medium Usage
4772,2011-07-22,3,0,7,17,0,5,1,1,36.08,0.8485,47.0,7.0015,35,271,306,fall,Clear Cloudy,Workday,High Usage
4773,2011-07-22,3,0,7,18,0,5,1,1,36.9,0.8182,37.0,11.0014,34,250,284,fall,Clear Cloudy,Workday,High Usage
4774,2011-07-22,3,0,7,19,0,5,1,2,35.26,0.7879,41.0,7.0015,40,210,250,fall,Mist Cloudy,Workday,Medium Usage
4775,2011-07-22,3,0,7,20,0,5,1,1,34.44,0.8182,56.00000000000001,0.0,46,166,212,fall,Clear Cloudy,Workday,Medium Usage
4776,2011-07-22,3,0,7,21,0,5,1,1,33.62,0.803,59.0,6.0032,38,152,190,fall,Clear Cloudy,Workday,Medium Usage
4777,2011-07-22,3,0,7,22,0,5,1,2,34.44,0.7879,49.0,6.0032,44,105,149,fall,Mist Cloudy,Workday,Medium Usage
4778,2011-07-22,3,0,7,23,0,5,1,1,32.800000000000004,0.7879,63.0,12.998000000000001,19,84,103,fall,Clear Cloudy,Workday,Medium Usage
4779,2011-07-23,3,0,7,0,0,6,0,1,33.62,0.7879,56.00000000000001,0.0,16,85,101,fall,Clear Cloudy,Weekend,Medium Usage
4780,2011-07-23,3,0,7,1,0,6,0,1,33.62,0.7727,52.0,7.0015,13,57,70,fall,Clear Cloudy,Weekend,Medium Usage
4781,2011-07-23,3,0,7,2,0,6,0,1,33.62,0.7727,52.0,0.0,13,48,61,fall,Clear Cloudy,Weekend,Medium Usage
4782,2011-07-23,3,0,7,3,0,6,0,1,31.98,0.7576,66.0,6.0032,6,16,22,fall,Clear Cloudy,Weekend,Low Usage
4783,2011-07-23,3,0,7,4,0,6,0,1,31.16,0.7273,66.0,7.0015,5,4,9,fall,Clear Cloudy,Weekend,Low Usage
4784,2011-07-23,3,0,7,5,0,6,0,1,31.16,0.7121,62.0,8.9981,1,6,7,fall,Clear Cloudy,Weekend,Low Usage
4785,2011-07-23,3,0,7,6,0,6,0,1,32.800000000000004,0.7424,52.0,8.9981,6,19,25,fall,Clear Cloudy,Weekend,Low Usage
4786,2011-07-23,3,0,7,7,0,6,0,1,32.800000000000004,0.7424,52.0,7.0015,7,38,45,fall,Clear Cloudy,Weekend,Medium Usage
4787,2011-07-23,3,0,7,8,0,6,0,1,34.44,0.7879,49.0,16.997899999999998,24,85,109,fall,Clear Cloudy,Weekend,Medium Usage
4788,2011-07-23,3,0,7,9,0,6,0,1,34.44,0.7879,49.0,11.0014,30,102,132,fall,Clear Cloudy,Weekend,Medium Usage
4789,2011-07-23,3,0,7,10,0,6,0,1,35.26,0.7879,41.0,15.001299999999999,61,137,198,fall,Clear Cloudy,Weekend,Medium Usage
4790,2011-07-23,3,0,7,11,0,6,0,1,36.9,0.8182,37.0,12.998000000000001,62,154,216,fall,Clear Cloudy,Weekend,Medium Usage
4791,2011-07-23,3,0,7,12,0,6,0,1,37.72,0.8636,37.0,7.0015,71,164,235,fall,Clear Cloudy,Weekend,Medium Usage
4792,2011-07-23,3,0,7,13,0,6,0,1,38.54,0.8788,38.0,11.0014,78,167,245,fall,Clear Cloudy,Weekend,Medium Usage
4793,2011-07-23,3,0,7,14,0,6,0,1,37.72,0.8939,42.0,0.0,84,152,236,fall,Clear Cloudy,Weekend,Medium Usage
4794,2011-07-23,3,0,7,15,0,6,0,1,38.54,0.8788,38.0,0.0,78,137,215,fall,Clear Cloudy,Weekend,Medium Usage
4795,2011-07-23,3,0,7,16,0,6,0,1,38.54,0.8788,38.0,8.9981,70,151,221,fall,Clear Cloudy,Weekend,Medium Usage
4796,2011-07-23,3,0,7,17,0,6,0,1,38.54,0.8788,38.0,8.9981,70,127,197,fall,Clear Cloudy,Weekend,Medium Usage
4797,2011-07-23,3,0,7,18,0,6,0,1,37.72,0.8788,40.0,15.001299999999999,62,134,196,fall,Clear Cloudy,Weekend,Medium Usage
4798,2011-07-23,3,0,7,19,0,6,0,2,33.62,0.803,59.0,8.9981,80,137,217,fall,Mist Cloudy,Weekend,Medium Usage
4799,2011-07-23,3,0,7,20,0,6,0,1,33.62,0.803,59.0,15.001299999999999,47,98,145,fall,Clear Cloudy,Weekend,Medium Usage
4800,2011-07-23,3,0,7,21,0,6,0,1,33.62,0.803,59.0,15.001299999999999,39,115,154,fall,Clear Cloudy,Weekend,Medium Usage
4801,2011-07-23,3,0,7,22,0,6,0,1,32.800000000000004,0.7727,59.0,12.998000000000001,37,88,125,fall,Clear Cloudy,Weekend,Medium Usage
4802,2011-07-23,3,0,7,23,0,6,0,1,32.800000000000004,0.7727,59.0,7.0015,27,77,104,fall,Clear Cloudy,Weekend,Medium Usage
4803,2011-07-24,3,0,7,0,0,0,0,1,32.800000000000004,0.7727,59.0,7.0015,42,77,119,fall,Clear Cloudy,Weekend,Medium Usage
4804,2011-07-24,3,0,7,1,0,0,0,1,31.98,0.7576,66.0,7.0015,33,63,96,fall,Clear Cloudy,Weekend,Medium Usage
4805,2011-07-24,3,0,7,2,0,0,0,1,32.800000000000004,0.7879,63.0,6.0032,12,48,60,fall,Clear Cloudy,Weekend,Medium Usage
4806,2011-07-24,3,0,7,3,0,0,0,1,32.800000000000004,0.7879,63.0,6.0032,17,20,37,fall,Clear Cloudy,Weekend,Low Usage
4807,2011-07-24,3,0,7,4,0,0,0,1,31.98,0.7576,66.0,7.0015,1,5,6,fall,Clear Cloudy,Weekend,Low Usage
4808,2011-07-24,3,0,7,5,0,0,0,1,31.98,0.7576,66.0,6.0032,5,3,8,fall,Clear Cloudy,Weekend,Low Usage
4809,2011-07-24,3,0,7,6,0,0,0,2,32.800000000000004,0.7879,63.0,6.0032,9,13,22,fall,Mist Cloudy,Weekend,Low Usage
4810,2011-07-24,3,0,7,7,0,0,0,1,32.800000000000004,0.7727,59.0,8.9981,6,29,35,fall,Clear Cloudy,Weekend,Low Usage
4811,2011-07-24,3,0,7,8,0,0,0,1,33.62,0.7879,56.00000000000001,19.0012,22,82,104,fall,Clear Cloudy,Weekend,Medium Usage
4812,2011-07-24,3,0,7,9,0,0,0,1,33.62,0.7879,56.00000000000001,26.0027,42,112,154,fall,Clear Cloudy,Weekend,Medium Usage
4813,2011-07-24,3,0,7,10,0,0,0,1,35.26,0.8182,50.0,22.0028,61,165,226,fall,Clear Cloudy,Weekend,Medium Usage
4814,2011-07-24,3,0,7,11,0,0,0,1,34.44,0.803,53.0,16.997899999999998,74,169,243,fall,Clear Cloudy,Weekend,Medium Usage
4815,2011-07-24,3,0,7,12,0,0,0,1,36.9,0.8636,45.0,11.0014,85,161,246,fall,Clear Cloudy,Weekend,Medium Usage
4816,2011-07-24,3,0,7,13,0,0,0,1,35.26,0.803,47.0,15.001299999999999,90,162,252,fall,Clear Cloudy,Weekend,Medium Usage
4817,2011-07-24,3,0,7,14,0,0,0,1,35.26,0.8182,50.0,19.0012,79,204,283,fall,Clear Cloudy,Weekend,High Usage
4818,2011-07-24,3,0,7,15,0,0,0,1,36.9,0.8485,42.0,16.997899999999998,68,170,238,fall,Clear Cloudy,Weekend,Medium Usage
4819,2011-07-24,3,0,7,16,0,0,0,1,36.9,0.8485,42.0,16.997899999999998,62,187,249,fall,Clear Cloudy,Weekend,Medium Usage
4820,2011-07-24,3,0,7,17,0,0,0,1,36.9,0.8333,39.0,7.0015,75,174,249,fall,Clear Cloudy,Weekend,Medium Usage
4821,2011-07-24,3,0,7,18,0,0,0,1,36.08,0.8182,42.0,11.0014,67,176,243,fall,Clear Cloudy,Weekend,Medium Usage
4822,2011-07-24,3,0,7,19,0,0,0,1,35.26,0.803,47.0,11.0014,70,170,240,fall,Clear Cloudy,Weekend,Medium Usage
4823,2011-07-24,3,0,7,20,0,0,0,1,34.44,0.7879,49.0,11.0014,52,143,195,fall,Clear Cloudy,Weekend,Medium Usage
4824,2011-07-24,3,0,7,21,0,0,0,1,32.800000000000004,0.7879,63.0,8.9981,42,111,153,fall,Clear Cloudy,Weekend,Medium Usage
4825,2011-07-24,3,0,7,22,0,0,0,1,31.98,0.7576,66.0,0.0,23,75,98,fall,Clear Cloudy,Weekend,Medium Usage
4826,2011-07-24,3,0,7,23,0,0,0,2,31.16,0.7273,70.0,6.0032,13,37,50,fall,Mist Cloudy,Weekend,Medium Usage
4827,2011-07-25,3,0,7,0,0,1,1,2,31.16,0.7273,70.0,0.0,17,17,34,fall,Mist Cloudy,Workday,Low Usage
4828,2011-07-25,3,0,7,1,0,1,1,2,31.16,0.7424,75.0,6.0032,4,8,12,fall,Mist Cloudy,Workday,Low Usage
4829,2011-07-25,3,0,7,2,0,1,1,2,30.34,0.7121,79.0,6.0032,3,3,6,fall,Mist Cloudy,Workday,Low Usage
4830,2011-07-25,3,0,7,3,0,1,1,1,30.34,0.7121,79.0,0.0,2,2,4,fall,Clear Cloudy,Workday,Low Usage
4831,2011-07-25,3,0,7,4,0,1,1,1,29.52,0.7121,84.0,6.0032,0,6,6,fall,Clear Cloudy,Workday,Low Usage
4832,2011-07-25,3,0,7,5,0,1,1,1,29.52,0.7121,84.0,6.0032,2,22,24,fall,Clear Cloudy,Workday,Low Usage
4833,2011-07-25,3,0,7,6,0,1,1,2,29.52,0.7121,84.0,6.0032,7,100,107,fall,Mist Cloudy,Workday,Medium Usage
4834,2011-07-25,3,0,7,7,0,1,1,2,30.34,0.7121,79.0,0.0,20,257,277,fall,Mist Cloudy,Workday,Medium Usage
4835,2011-07-25,3,0,7,8,0,1,1,2,31.16,0.7424,75.0,0.0,34,353,387,fall,Mist Cloudy,Workday,High Usage
4836,2011-07-25,3,0,7,9,0,1,1,1,32.800000000000004,0.803,66.0,0.0,11,124,135,fall,Clear Cloudy,Workday,Medium Usage
4837,2011-07-25,3,0,7,10,0,1,1,1,33.62,0.803,59.0,0.0,30,54,84,fall,Clear Cloudy,Workday,Medium Usage
4838,2011-07-25,3,0,7,11,0,1,1,2,34.44,0.8333,59.0,12.998000000000001,24,83,107,fall,Mist Cloudy,Workday,Medium Usage
4839,2011-07-25,3,0,7,12,0,1,1,2,34.44,0.8333,59.0,12.998000000000001,17,50,67,fall,Mist Cloudy,Workday,Medium Usage
4840,2011-07-25,3,0,7,13,0,1,1,2,30.34,0.7121,74.0,8.9981,14,64,78,fall,Mist Cloudy,Workday,Medium Usage
4841,2011-07-25,3,0,7,14,0,1,1,2,29.52,0.697,79.0,12.998000000000001,28,62,90,fall,Mist Cloudy,Workday,Medium Usage
4842,2011-07-25,3,0,7,15,0,1,1,1,28.7,0.6667,84.0,26.0027,16,96,112,fall,Clear Cloudy,Workday,Medium Usage
4843,2011-07-25,3,0,7,16,0,1,1,1,28.7,0.6667,84.0,15.001299999999999,37,161,198,fall,Clear Cloudy,Workday,Medium Usage
4844,2011-07-25,3,0,7,17,0,1,1,1,29.52,0.697,74.0,0.0,48,437,485,fall,Clear Cloudy,Workday,High Usage
4845,2011-07-25,3,0,7,18,0,1,1,1,30.34,0.7121,74.0,6.0032,60,473,533,fall,Clear Cloudy,Workday,High Usage
4846,2011-07-25,3,0,7,19,0,1,1,1,30.34,0.697,70.0,6.0032,62,324,386,fall,Clear Cloudy,Workday,High Usage
4847,2011-07-25,3,0,7,20,0,1,1,1,29.52,0.697,74.0,8.9981,55,247,302,fall,Clear Cloudy,Workday,High Usage
4848,2011-07-25,3,0,7,21,0,1,1,1,28.7,0.6667,84.0,0.0,41,153,194,fall,Clear Cloudy,Workday,Medium Usage
4849,2011-07-25,3,0,7,22,0,1,1,1,28.7,0.6667,84.0,0.0,13,112,125,fall,Clear Cloudy,Workday,Medium Usage
4850,2011-07-25,3,0,7,23,0,1,1,1,28.7,0.6667,84.0,6.0032,23,64,87,fall,Clear Cloudy,Workday,Medium Usage
4851,2011-07-26,3,0,7,0,0,2,1,1,28.7,0.6667,79.0,7.0015,8,20,28,fall,Clear Cloudy,Workday,Low Usage
4852,2011-07-26,3,0,7,1,0,2,1,1,28.7,0.6667,79.0,7.0015,6,6,12,fall,Clear Cloudy,Workday,Low Usage
4853,2011-07-26,3,0,7,2,0,2,1,1,27.880000000000003,0.6364,89.0,7.0015,1,6,7,fall,Clear Cloudy,Workday,Low Usage
4854,2011-07-26,3,0,7,3,0,2,1,1,27.880000000000003,0.6364,89.0,8.9981,2,2,4,fall,Clear Cloudy,Workday,Low Usage
4855,2011-07-26,3,0,7,4,0,2,1,1,27.880000000000003,0.6364,88.0,11.0014,0,6,6,fall,Clear Cloudy,Workday,Low Usage
4856,2011-07-26,3,0,7,5,0,2,1,1,27.060000000000002,0.5909,89.0,6.0032,3,24,27,fall,Clear Cloudy,Workday,Low Usage
4857,2011-07-26,3,0,7,6,0,2,1,1,27.880000000000003,0.6364,83.0,15.001299999999999,2,108,110,fall,Clear Cloudy,Workday,Medium Usage
4858,2011-07-26,3,0,7,7,0,2,1,1,29.52,0.6818,66.0,19.0012,30,288,318,fall,Clear Cloudy,Workday,High Usage
4859,2011-07-26,3,0,7,8,0,2,1,1,30.34,0.6818,55.00000000000001,12.998000000000001,32,392,424,fall,Clear Cloudy,Workday,High Usage
4860,2011-07-26,3,0,7,9,0,2,1,1,31.16,0.6818,40.0,15.001299999999999,25,162,187,fall,Clear Cloudy,Workday,Medium Usage
4861,2011-07-26,3,0,7,10,0,2,1,1,32.800000000000004,0.697,31.0,15.001299999999999,42,96,138,fall,Clear Cloudy,Workday,Medium Usage
4862,2011-07-26,3,0,7,11,0,2,1,1,33.62,0.7121,30.0,0.0,49,102,151,fall,Clear Cloudy,Workday,Medium Usage
4863,2011-07-26,3,0,7,12,0,2,1,1,34.44,0.7273,28.000000000000004,0.0,25,122,147,fall,Clear Cloudy,Workday,Medium Usage
4864,2011-07-26,3,0,7,13,0,2,1,1,34.44,0.7273,32.0,19.999499999999998,43,139,182,fall,Clear Cloudy,Workday,Medium Usage
4865,2011-07-26,3,0,7,14,0,2,1,1,35.26,0.7424,30.0,19.0012,46,101,147,fall,Clear Cloudy,Workday,Medium Usage
4866,2011-07-26,3,0,7,15,0,2,1,1,36.08,0.7576,28.000000000000004,22.0028,49,114,163,fall,Clear Cloudy,Workday,Medium Usage
4867,2011-07-26,3,0,7,16,0,2,1,1,35.26,0.7576,36.0,19.0012,41,213,254,fall,Clear Cloudy,Workday,Medium Usage
4868,2011-07-26,3,0,7,17,0,2,1,1,35.26,0.7576,36.0,23.9994,72,465,537,fall,Clear Cloudy,Workday,High Usage
4869,2011-07-26,3,0,7,18,0,2,1,1,34.44,0.7424,39.0,26.0027,68,478,546,fall,Clear Cloudy,Workday,High Usage
4870,2011-07-26,3,0,7,19,0,2,1,1,33.62,0.7424,43.0,19.999499999999998,69,329,398,fall,Clear Cloudy,Workday,High Usage
4871,2011-07-26,3,0,7,20,0,2,1,1,32.800000000000004,0.7273,46.0,16.997899999999998,47,243,290,fall,Clear Cloudy,Workday,High Usage
4872,2011-07-26,3,0,7,21,0,2,1,1,31.98,0.7121,49.0,15.001299999999999,45,222,267,fall,Clear Cloudy,Workday,Medium Usage
4873,2011-07-26,3,0,7,22,0,2,1,1,31.16,0.697,55.00000000000001,8.9981,27,131,158,fall,Clear Cloudy,Workday,Medium Usage
4874,2011-07-26,3,0,7,23,0,2,1,1,31.16,0.7121,57.99999999999999,7.0015,18,71,89,fall,Clear Cloudy,Workday,Medium Usage
4875,2011-07-27,3,0,7,0,0,3,1,2,31.98,0.7121,52.0,11.0014,19,26,45,fall,Mist Cloudy,Workday,Medium Usage
4876,2011-07-27,3,0,7,1,0,3,1,1,31.98,0.7121,49.0,12.998000000000001,1,9,10,fall,Clear Cloudy,Workday,Low Usage
4877,2011-07-27,3,0,7,2,0,3,1,1,31.16,0.697,52.0,19.999499999999998,1,5,6,fall,Clear Cloudy,Workday,Low Usage
4878,2011-07-27,3,0,7,3,0,3,1,1,29.52,0.6667,57.99999999999999,11.0014,0,4,4,fall,Clear Cloudy,Workday,Low Usage
4879,2011-07-27,3,0,7,4,0,3,1,1,29.52,0.6667,51.0,12.998000000000001,1,3,4,fall,Clear Cloudy,Workday,Low Usage
4880,2011-07-27,3,0,7,5,0,3,1,1,28.7,0.6515,54.0,19.0012,0,18,18,fall,Clear Cloudy,Workday,Low Usage
4881,2011-07-27,3,0,7,6,0,3,1,1,28.7,0.6515,54.0,15.001299999999999,4,119,123,fall,Clear Cloudy,Workday,Medium Usage
4882,2011-07-27,3,0,7,7,0,3,1,1,29.52,0.6667,48.0,16.997899999999998,34,313,347,fall,Clear Cloudy,Workday,High Usage
4883,2011-07-27,3,0,7,8,0,3,1,1,30.34,0.6667,42.0,16.997899999999998,28,405,433,fall,Clear Cloudy,Workday,High Usage
4884,2011-07-27,3,0,7,9,0,3,1,1,31.16,0.6667,35.0,16.997899999999998,27,189,216,fall,Clear Cloudy,Workday,Medium Usage
4885,2011-07-27,3,0,7,10,0,3,1,1,31.98,0.6818,33.0,0.0,32,82,114,fall,Clear Cloudy,Workday,Medium Usage
4886,2011-07-27,3,0,7,11,0,3,1,1,32.800000000000004,0.697,31.0,0.0,42,94,136,fall,Clear Cloudy,Workday,Medium Usage
4887,2011-07-27,3,0,7,12,0,3,1,1,33.62,0.7121,30.0,19.0012,37,132,169,fall,Clear Cloudy,Workday,Medium Usage
4888,2011-07-27,3,0,7,13,0,3,1,1,34.44,0.7273,30.0,23.9994,29,151,180,fall,Clear Cloudy,Workday,Medium Usage
4889,2011-07-27,3,0,7,14,0,3,1,1,34.44,0.7273,28.000000000000004,15.001299999999999,20,107,127,fall,Clear Cloudy,Workday,Medium Usage
4890,2011-07-27,3,0,7,15,0,3,1,1,35.26,0.7424,26.0,16.997899999999998,37,103,140,fall,Clear Cloudy,Workday,Medium Usage
4891,2011-07-27,3,0,7,16,0,3,1,1,35.26,0.7273,25.0,11.0014,40,228,268,fall,Clear Cloudy,Workday,Medium Usage
4892,2011-07-27,3,0,7,17,0,3,1,1,34.44,0.7121,26.0,15.001299999999999,81,491,572,fall,Clear Cloudy,Workday,High Usage
4893,2011-07-27,3,0,7,18,0,3,1,1,33.62,0.7121,28.000000000000004,7.0015,78,463,541,fall,Clear Cloudy,Workday,High Usage
4894,2011-07-27,3,0,7,19,0,3,1,1,32.800000000000004,0.697,28.999999999999996,6.0032,87,288,375,fall,Clear Cloudy,Workday,High Usage
4895,2011-07-27,3,0,7,20,0,3,1,1,31.16,0.6818,45.0,15.001299999999999,55,239,294,fall,Clear Cloudy,Workday,High Usage
4896,2011-07-27,3,0,7,21,0,3,1,1,30.34,0.6667,48.0,7.0015,49,196,245,fall,Clear Cloudy,Workday,Medium Usage
4897,2011-07-27,3,0,7,22,0,3,1,1,29.52,0.6667,48.0,0.0,37,143,180,fall,Clear Cloudy,Workday,Medium Usage
4898,2011-07-27,3,0,7,23,0,3,1,1,30.34,0.6667,45.0,6.0032,16,93,109,fall,Clear Cloudy,Workday,Medium Usage
4899,2011-07-28,3,0,7,0,0,4,1,1,28.7,0.6515,51.0,8.9981,14,31,45,fall,Clear Cloudy,Workday,Medium Usage
4900,2011-07-28,3,0,7,1,0,4,1,1,29.52,0.6667,51.0,0.0,3,26,29,fall,Clear Cloudy,Workday,Low Usage
4901,2011-07-28,3,0,7,2,0,4,1,1,29.52,0.6667,54.0,7.0015,2,5,7,fall,Clear Cloudy,Workday,Low Usage
4902,2011-07-28,3,0,7,3,0,4,1,1,29.52,0.6667,54.0,0.0,0,5,5,fall,Clear Cloudy,Workday,Low Usage
4903,2011-07-28,3,0,7,4,0,4,1,1,28.7,0.6515,61.0,7.0015,0,6,6,fall,Clear Cloudy,Workday,Low Usage
4904,2011-07-28,3,0,7,5,0,4,1,1,28.7,0.6515,65.0,7.0015,1,26,27,fall,Clear Cloudy,Workday,Low Usage
4905,2011-07-28,3,0,7,6,0,4,1,1,28.7,0.6515,70.0,6.0032,6,110,116,fall,Clear Cloudy,Workday,Medium Usage
4906,2011-07-28,3,0,7,7,0,4,1,1,29.52,0.6818,70.0,11.0014,27,278,305,fall,Clear Cloudy,Workday,High Usage
4907,2011-07-28,3,0,7,8,0,4,1,1,30.34,0.697,66.0,11.0014,47,409,456,fall,Clear Cloudy,Workday,High Usage
4908,2011-07-28,3,0,7,9,0,4,1,1,31.98,0.7424,59.0,12.998000000000001,21,189,210,fall,Clear Cloudy,Workday,Medium Usage
4909,2011-07-28,3,0,7,10,0,4,1,1,32.800000000000004,0.7576,55.00000000000001,19.0012,30,86,116,fall,Clear Cloudy,Workday,Medium Usage
4910,2011-07-28,3,0,7,11,0,4,1,1,34.44,0.8182,56.00000000000001,19.0012,41,113,154,fall,Clear Cloudy,Workday,Medium Usage
4911,2011-07-28,3,0,7,12,0,4,1,1,34.44,0.803,53.0,16.997899999999998,35,151,186,fall,Clear Cloudy,Workday,Medium Usage
4912,2011-07-28,3,0,7,13,0,4,1,1,35.26,0.803,47.0,16.997899999999998,26,126,152,fall,Clear Cloudy,Workday,Medium Usage
4913,2011-07-28,3,0,7,14,0,4,1,2,34.44,0.7879,49.0,16.997899999999998,27,111,138,fall,Mist Cloudy,Workday,Medium Usage
4914,2011-07-28,3,0,7,15,0,4,1,1,35.26,0.8182,50.0,12.998000000000001,22,124,146,fall,Clear Cloudy,Workday,Medium Usage
4915,2011-07-28,3,0,7,16,0,4,1,1,35.26,0.803,47.0,11.0014,42,214,256,fall,Clear Cloudy,Workday,Medium Usage
4916,2011-07-28,3,0,7,17,0,4,1,1,34.44,0.803,53.0,12.998000000000001,45,423,468,fall,Clear Cloudy,Workday,High Usage
4917,2011-07-28,3,0,7,18,0,4,1,1,34.44,0.8182,56.00000000000001,15.001299999999999,55,428,483,fall,Clear Cloudy,Workday,High Usage
4918,2011-07-28,3,0,7,19,0,4,1,1,33.62,0.803,59.0,12.998000000000001,37,285,322,fall,Clear Cloudy,Workday,High Usage
4919,2011-07-28,3,0,7,20,0,4,1,1,32.800000000000004,0.7879,63.0,12.998000000000001,41,229,270,fall,Clear Cloudy,Workday,Medium Usage
4920,2011-07-28,3,0,7,21,0,4,1,1,31.98,0.7576,66.0,19.0012,31,165,196,fall,Clear Cloudy,Workday,Medium Usage
4921,2011-07-28,3,0,7,22,0,4,1,1,31.16,0.7273,70.0,16.997899999999998,25,149,174,fall,Clear Cloudy,Workday,Medium Usage
4922,2011-07-28,3,0,7,23,0,4,1,1,31.16,0.7424,75.0,12.998000000000001,28,95,123,fall,Clear Cloudy,Workday,Medium Usage
4923,2011-07-29,3,0,7,0,0,5,1,1,30.34,0.7121,79.0,11.0014,12,45,57,fall,Clear Cloudy,Workday,Medium Usage
4924,2011-07-29,3,0,7,1,0,5,1,1,30.34,0.7121,79.0,8.9981,12,22,34,fall,Clear Cloudy,Workday,Low Usage
4925,2011-07-29,3,0,7,2,0,5,1,1,30.34,0.7121,79.0,0.0,3,10,13,fall,Clear Cloudy,Workday,Low Usage
4926,2011-07-29,3,0,7,3,0,5,1,1,30.34,0.7121,79.0,0.0,2,9,11,fall,Clear Cloudy,Workday,Low Usage
4927,2011-07-29,3,0,7,4,0,5,1,1,29.52,0.7121,84.0,8.9981,2,4,6,fall,Clear Cloudy,Workday,Low Usage
4928,2011-07-29,3,0,7,5,0,5,1,1,29.52,0.7121,84.0,0.0,4,23,27,fall,Clear Cloudy,Workday,Low Usage
4929,2011-07-29,3,0,7,6,0,5,1,2,29.52,0.7121,84.0,0.0,7,83,90,fall,Mist Cloudy,Workday,Medium Usage
4930,2011-07-29,3,0,7,7,0,5,1,2,30.34,0.7121,79.0,6.0032,26,228,254,fall,Mist Cloudy,Workday,Medium Usage
4931,2011-07-29,3,0,7,8,0,5,1,2,31.16,0.7727,77.0,0.0,30,354,384,fall,Mist Cloudy,Workday,High Usage
4932,2011-07-29,3,0,7,9,0,5,1,1,35.26,0.803,47.0,16.997899999999998,28,151,179,fall,Clear Cloudy,Workday,Medium Usage
4933,2011-07-29,3,0,7,10,0,5,1,1,36.9,0.8485,42.0,19.0012,37,69,106,fall,Clear Cloudy,Workday,Medium Usage
4934,2011-07-29,3,0,7,11,0,5,1,1,37.72,0.8788,40.0,19.999499999999998,43,118,161,fall,Clear Cloudy,Workday,Medium Usage
4935,2011-07-29,3,0,7,12,0,5,1,1,39.36,0.8636,31.0,19.0012,40,95,135,fall,Clear Cloudy,Workday,Medium Usage
4936,2011-07-29,3,0,7,13,0,5,1,1,38.54,0.8333,31.0,0.0,42,114,156,fall,Clear Cloudy,Workday,Medium Usage
4937,2011-07-29,3,0,7,14,0,5,1,1,39.36,0.8636,30.0,15.001299999999999,34,114,148,fall,Clear Cloudy,Workday,Medium Usage
